synset_id,"link_type","tbl_name","description"
1466,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1469,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1470,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1473,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1477,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1478,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1479,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1480,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1481,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1482,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1485,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1487,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1488,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1489,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1490,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1511,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1512,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1513,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1514,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1515,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1523,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1532,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1555,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1560,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1561,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1568,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1569,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1573,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
1590,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
