synset_id,"link_type","tbl_name","description"
5437,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5438,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5439,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5440,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5455,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5464,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5473,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5474,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
23781,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5485,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5490,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5492,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5497,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5498,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5509,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5510,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5524,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5526,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5531,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
14014,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
10296,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5543,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5558,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5574,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5585,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5588,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5591,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
5593,"onto_nodes","tbl_onto_nodes","Ontology Nodes"
